ID,CPU_Frequency_GHz,CPU_Cores,CPU_Brand,CPU_Generation,RAM_GB,Storage_GB,Storage_Type,GPU_Type,GPU_Model,GPU_Memory_GB,WIFI,WIFI_Standard,Bluetooth,Bluetooth_Version,Computer_Type,Operating_System,USB_3_Ports,USB_C_Ports,USB_2_Ports,Ethernet_Speed,Brand,Model,Purchase_Date,Age_Days,Condition,Price_USD,Power_Consumption_W,Weight_kg,Screen_Size_inch,Case_Type
PC-0508,4.47,8.0,Intel Core i7,13.0,32.0,512.0,HDD,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,True,5.3,Workstation,Fedora,2.0,1.0,3.0,1Gbps,Apple,Inspiron 1645,2023-02-12,1097.0,Poor,1347.0,111.0,,,Mini Tower
PC-0509,4.99,8.0,Intel Core i7,12.0,128.0,2000.0,SSD,Dedicated,AMD Radeon RX 7900,6,True,802.11ac,False,,Server,Windows 10,2.0,0.0,3.0,100Mbps,Samsung,ZBook 8222,2025-07-16,212.0,Fair,2316.0,424.0,,,
PC-0510,4.08,10.0,AMD Ryzen 3,11.0,256.0,128.0,NVMe,Dedicated,NVIDIA RTX 4080,12,False,,False,,Workstation,Windows 11,7.0,0.0,3.0,1Gbps,MSI,XPS 6977,2022-02-18,1456.0,Good,2839.0,379.0,,,Mini Tower
PC-0511,3.62,12.0,Intel Core i5,7.0,8.0,512.0,HDD,Dedicated,NVIDIA RTX 4080,24,False,,True,5.0,Gaming PC,macOS Ventura,4.0,0.0,3.0,2.5Gbps,Samsung,ThinkPad 2476,2024-02-20,724.0,New,1446.0,269.0,,,Full Tower
PC-0512,2.81,10.0,Intel Xeon,12.0,256.0,128.0,SSD,Integrated,Intel UHD,Shared,False,,True,4.2,Desktop,Windows 11,3.0,3.0,4.0,2.5Gbps,MSI,ZBook 6352,2022-11-09,1192.0,Fair,2630.0,229.0,,,Mid Tower
PC-0513,4.92,24.0,AMD Ryzen 9,12.0,32.0,8000.0,HDD,Integrated,Intel Iris Xe,2GB,True,802.11n,False,,All-in-One,Windows 11,0.0,0.0,1.0,1Gbps,HP,ROG 3877,2023-12-31,775.0,New,4253.0,266.0,,15.6,
PC-0514,4.65,2.0,AMD Ryzen 7,12.0,32.0,2000.0,SSD,None,,,True,802.11a/b/g,True,5.1,Server,Windows 11,6.0,1.0,1.0,1Gbps,Apple,EliteBook 3165,2025-03-19,331.0,New,1455.0,196.0,,,
PC-0515,1.29,4.0,Intel Core i5,10.0,64.0,4000.0,SSD,Dedicated,NVIDIA GTX 1650,16,True,802.11ax,False,,Laptop,Ubuntu 22.04,4.0,3.0,5.0,1Gbps,Microsoft,Vostro 6994,2024-01-24,751.0,Fair,2015.0,292.0,2.2,,
PC-0516,1.21,2.0,AMD Ryzen 7,8.0,512.0,4000.0,SSD,Integrated,Intel UHD,Shared,False,,True,5.3,Workstation,Linux Server,3.0,2.0,4.0,1Gbps,Lenovo,Vostro 9221,2022-12-04,1167.0,Good,3903.0,356.0,,,Mid Tower
PC-0517,2.64,8.0,AMD Ryzen 7,12.0,4.0,128.0,SSD,Dedicated,AMD Radeon RX 6600,4,True,802.11ac,True,5.2,Desktop,Windows 11,5.0,3.0,1.0,1Gbps,Microsoft,ZBook 3695,2022-02-05,1469.0,New,1020.0,243.0,,,Mini Tower
PC-0518,4.42,16.0,AMD Ryzen 7,11.0,32.0,512.0,NVMe,Dedicated,NVIDIA RTX 3060,4,True,802.11ax,True,5.1,Server,Windows 10,3.0,3.0,3.0,1Gbps,ASUS,ZBook 8894,2023-11-12,824.0,Like New,1778.0,401.0,,,
PC-0519,5.15,4.0,Intel Core i5,14.0,64.0,128.0,HDD,Integrated,Intel UHD,Shared,True,802.11n,True,5.0,Laptop,Windows 10,7.0,3.0,1.0,1Gbps,Apple,ZBook 6549,2025-01-15,394.0,New,1340.0,103.0,1.8,16.0,
PC-0520,1.72,16.0,AMD Ryzen 5,8.0,64.0,256.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.1,Desktop,Windows 10,7.0,1.0,0.0,100Mbps,Acer,Inspiron 8673,2024-09-19,512.0,Good,,165.0,,,Mini Tower
PC-0521,3.54,2.0,AMD Ryzen 9,8.0,64.0,256.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ac,False,,Workstation,Ubuntu 20.04,7.0,2.0,5.0,1Gbps,Samsung,Inspiron 3306,2024-03-29,686.0,Like New,1336.0,95.0,,,Full Tower
PC-0522,2.66,24.0,AMD Ryzen 5,8.0,8.0,512.0,SSD,Integrated,Intel UHD,4GB,True,802.11n,True,4.0,Laptop,Ubuntu 20.04,3.0,2.0,1.0,1Gbps,Lenovo,EliteBook 7511,2024-06-02,621.0,Fair,1884.0,179.0,2.5,17.3,
PC-0523,5.08,6.0,AMD Ryzen 5,12.0,16.0,512.0,NVMe,Dedicated,AMD Radeon RX 7900,6,True,802.11a/b/g,True,5.1,Desktop,Windows 10,4.0,3.0,0.0,1Gbps,Dell,Vostro 6992,2022-06-02,1352.0,Like New,1227.0,243.0,,,Mid Tower
PC-0524,4.55,4.0,AMD Ryzen 3,8.0,32.0,256.0,SSD,Integrated,Intel UHD,4GB,True,802.11n,True,5.2,Desktop,macOS Monterey,0.0,3.0,2.0,1Gbps,MSI,Inspiron 7464,2024-06-19,604.0,Good,1194.0,89.0,,,Small Form Factor
PC-0525,4.54,6.0,AMD Ryzen 3,7.0,128.0,256.0,NVMe,Dedicated,NVIDIA RTX 3060,12,True,802.11ac,True,5.3,Laptop,macOS Ventura,1.0,3.0,0.0,1Gbps,Microsoft,XPS 5332,2022-08-10,1283.0,New,1954.0,297.0,3.4,14.0,
PC-0526,3.02,4.0,Intel Core i3,14.0,16.0,256.0,SSD,None,,,True,802.11n,False,,Laptop,Windows 11,3.0,1.0,0.0,2.5Gbps,Acer,Vostro 3024,2022-02-13,1461.0,Like New,963.0,81.0,3.2,13.3,
PC-0527,2.8,4.0,AMD Ryzen 5,6.0,16.0,8000.0,NVMe,Integrated,Intel Iris Xe,Shared,True,802.11ax,False,,All-in-One,Windows 11,7.0,1.0,3.0,2.5Gbps,HP,Predator 7038,2024-02-26,718.0,Good,2641.0,158.0,,27.0,
PC-0528,2.22,4.0,Intel Core i3,12.0,512.0,2000.0,NVMe,Integrated,Intel UHD,4GB,True,802.11ac,True,5.0,Mini PC,Linux Server,1.0,0.0,3.0,1Gbps,HP,ZBook 7242,2025-03-01,349.0,Good,4175.0,346.0,,,
PC-0529,1.33,12.0,Intel Core i9,9.0,4.0,8000.0,SSD,Dedicated,NVIDIA RTX 4080,6,True,802.11n,False,,Laptop,Windows 11,1.0,2.0,5.0,1Gbps,Custom Built,MacBook 2775,2024-09-16,515.0,Like New,2733.0,342.0,2.9,13.3,
PC-0530,4.65,8.0,Intel Core i7,12.0,2048.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,6,True,802.11n,False,,Server,macOS Ventura,2.0,0.0,3.0,None,Dell,EliteBook 8724,2022-02-01,1473.0,Good,13832.0,1369.0,,,
PC-0531,4.43,4.0,AMD Ryzen 3,10.0,64.0,512.0,HDD,Dedicated,AMD Radeon RX 6600,8,True,802.11ac,False,,Laptop,Windows 11,1.0,0.0,0.0,1Gbps,ASUS,XPS 6374,2025-01-10,399.0,Fair,1371.0,257.0,1.7,27.0,
PC-0532,5.2,8.0,Intel Core i5,13.0,128.0,2000.0,HDD,Integrated,Intel UHD,4GB,True,802.11n,True,4.0,Workstation,macOS Ventura,5.0,3.0,4.0,2.5Gbps,HP,EliteBook 2035,2025-07-14,214.0,Like New,2739.0,174.0,,,Mid Tower
PC-0533,5.19,10.0,AMD Ryzen 5,13.0,16.0,512.0,HDD,Integrated,Intel UHD,Shared,True,802.11ax,False,,Desktop,macOS Ventura,5.0,1.0,3.0,1Gbps,HP,Predator 5951,2024-07-31,562.0,New,1462.0,113.0,,,Mid Tower
PC-0534,3.38,4.0,AMD Ryzen 7,6.0,4.0,512.0,SSD,Dedicated,NVIDIA GTX 1650,6,True,802.11ax,True,5.1,Laptop,macOS Monterey,2.0,0.0,3.0,1Gbps,Lenovo,ROG 2911,2022-07-11,1313.0,Like New,929.0,227.0,1.6,17.3,
PC-0535,4.25,6.0,Intel Core i5,7.0,64.0,256.0,SSD,None,,,False,,True,5.2,Laptop,Fedora,0.0,0.0,0.0,1Gbps,HP,ThinkPad 1742,2022-08-10,1283.0,Good,1588.0,115.0,3.1,24.0,
PC-0536,4.97,4.0,Intel Core i5,9.0,128.0,256.0,SSD,Integrated,Intel UHD,4GB,True,802.11n,False,,Desktop,Windows Server,6.0,0.0,2.0,10Gbps,Samsung,XPS 5986,2025-05-31,258.0,New,1897.0,137.0,,,Small Form Factor
PC-0537,4.58,4.0,Intel Core i5,11.0,64.0,512.0,SSD,Dedicated,AMD Radeon RX 7900,8,True,802.11ac,True,5.2,Workstation,Ubuntu 20.04,0.0,3.0,2.0,10Gbps,Lenovo,Predator 2902,2022-04-03,1412.0,Like New,1618.0,257.0,,,Mini Tower
PC-0538,2.11,8.0,AMD Ryzen 9,13.0,8.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11a/b/g,True,4.2,Server,Windows 10,5.0,3.0,1.0,100Mbps,Lenovo,Inspiron 4846,2024-03-21,694.0,Good,1092.0,199.0,,,
PC-0539,2.95,4.0,AMD Ryzen 3,10.0,128.0,1000.0,HDD,None,,,True,802.11ac,False,,Laptop,Windows 11,6.0,1.0,5.0,2.5Gbps,Apple,Vostro 3222,2022-08-04,1289.0,Poor,1952.0,144.0,1.5,15.6,
PC-0540,1.63,8.0,AMD Ryzen 3,11.0,128.0,128.0,HDD,Dedicated,NVIDIA GTX 1650,4,True,802.11ac,False,,Laptop,macOS Ventura,2.0,0.0,2.0,100Mbps,Custom Built,ROG 8432,2022-06-17,1337.0,Like New,1449.0,305.0,2.5,14.0,
PC-0541,5.01,10.0,Intel Core i5,8.0,64.0,256.0,HDD,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,True,5.0,All-in-One,macOS Monterey,0.0,0.0,3.0,1Gbps,Acer,MacBook 9850,2023-03-17,1064.0,New,1552.0,135.0,,16.0,
PC-0542,3.59,4.0,AMD Ryzen 5,12.0,128.0,2000.0,SSD,Dedicated,NVIDIA GTX 1650,8,True,802.11n,False,,Server,Windows 10,6.0,1.0,4.0,100Mbps,Dell,ROG 3531,2023-05-22,998.0,Good,1900.0,404.0,,,
PC-0543,2.04,8.0,AMD Ryzen 9,14.0,128.0,256.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.1,Desktop,Windows 10,6.0,1.0,1.0,100Mbps,Dell,ROG 2622,2023-11-16,820.0,Like New,1857.0,157.0,,,Mid Tower
PC-0544,3.85,4.0,AMD Ryzen 9,9.0,64.0,512.0,HDD,Integrated,Intel UHD,Shared,False,,True,5.0,Laptop,macOS Monterey,3.0,1.0,5.0,None,ASUS,Predator 7686,2025-07-18,210.0,Like New,1457.0,107.0,2.1,16.0,
PC-0545,3.63,32.0,AMD Ryzen 5,10.0,8.0,4000.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ac,False,,Workstation,Windows 11,0.0,2.0,4.0,10Gbps,Custom Built,ZBook 1536,2025-05-17,272.0,Good,3219.0,254.0,,,Mini Tower
PC-0546,2.57,6.0,Intel Core i3,7.0,32.0,256.0,NVMe,Integrated,Intel UHD,Shared,True,802.11n,True,5.3,Laptop,Windows 11,2.0,1.0,4.0,2.5Gbps,Lenovo,MacBook 4559,2022-12-11,1160.0,Poor,1078.0,99.0,2.2,13.3,
PC-0547,1.57,12.0,Intel Core i5,,8.0,128.0,HDD,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,True,5.0,Desktop,macOS Ventura,6.0,3.0,3.0,100Mbps,HP,Predator 8285,2024-06-24,599.0,Fair,1062.0,115.0,,,Mid Tower
PC-0548,3.85,8.0,Intel Core i3,10.0,32.0,512.0,SSD,Dedicated,NVIDIA GTX 1650,8,True,802.11ac,True,5.2,Laptop,Ubuntu 20.04,5.0,2.0,0.0,1Gbps,MSI,EliteBook 6942,2023-02-25,1084.0,New,1384.0,261.0,2.1,17.3,
PC-0549,3.23,2.0,Intel Core i7,8.0,32.0,512.0,SSD,Dedicated,AMD Radeon RX 6600,6,False,,True,5.1,All-in-One,Windows 10,7.0,1.0,0.0,1Gbps,ASUS,Inspiron 7018,2023-04-11,1039.0,Fair,1038.0,231.0,,14.0,
PC-0550,4.27,8.0,Intel Core i5,10.0,8.0,1000.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ax,True,5.2,Workstation,Windows 10,3.0,3.0,0.0,1Gbps,ASUS,Vostro 6876,2023-04-27,1023.0,Like New,1551.0,104.0,,,Mini Tower
PC-0551,3.23,24.0,Intel Core i7,9.0,16.0,2000.0,NVMe,Dedicated,NVIDIA GTX 1650,8,False,,False,,Gaming PC,Windows 10,1.0,1.0,2.0,2.5Gbps,Dell,XPS 7523,2025-06-03,255.0,Like New,2519.0,348.0,,,Mini Tower
PC-0552,4.59,8.0,Intel Core i9,10.0,8.0,256.0,HDD,Dedicated,NVIDIA RTX 3060,16,True,802.11n,False,,Server,Windows 11,1.0,1.0,0.0,100Mbps,HP,ZBook 4109,2024-02-07,737.0,Poor,1504.0,347.0,,,
PC-0553,3.36,12.0,Intel Xeon,11.0,128.0,1000.0,HDD,None,,,True,802.11ax,True,5.0,Mini PC,Ubuntu 20.04,1.0,2.0,5.0,1Gbps,HP,Inspiron 8450,2024-02-22,722.0,Poor,1963.0,184.0,,,
PC-0554,3.4,16.0,AMD Ryzen 5,6.0,512.0,1000.0,NVMe,Dedicated,NVIDIA RTX 4080,8,True,802.11ac,False,,Desktop,Ubuntu 20.04,5.0,3.0,3.0,1Gbps,HP,Inspiron 4475,2024-08-27,535.0,New,4224.0,546.0,,,Small Form Factor
PC-0555,4.69,4.0,AMD Ryzen 9,12.0,8.0,256.0,SSD,Integrated,Intel UHD,Shared,True,802.11n,True,5.2,Server,Windows 10,7.0,0.0,2.0,100Mbps,Microsoft,XPS 1828,2022-09-03,1259.0,New,1144.0,177.0,,,
PC-0556,2.75,4.0,AMD Ryzen 7,11.0,512.0,,SSD,Integrated,Intel UHD,2GB,True,802.11ac,True,5.0,Desktop,Windows 10,6.0,1.0,5.0,1Gbps,Dell,MacBook 4990,2022-12-16,1155.0,Like New,3931.0,336.0,,,Mid Tower
PC-0557,1.65,8.0,Intel Core i5,9.0,32.0,512.0,SSD,Dedicated,NVIDIA A6000,6,True,802.11ac,False,,Workstation,Windows 10,2.0,2.0,0.0,10Gbps,Acer,ThinkPad 4362,2023-04-26,1024.0,Good,1203.0,261.0,,,Small Form Factor
PC-0558,1.22,6.0,AMD Ryzen 7,7.0,16.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.1,Laptop,Linux Server,1.0,3.0,5.0,2.5Gbps,Apple,Inspiron 4394,2026-01-27,17.0,Fair,1103.0,93.0,3.2,15.6,
PC-0559,4.2,12.0,Intel Core i7,11.0,8.0,128.0,NVMe,Integrated,Intel Iris Xe,Shared,True,802.11n,True,4.2,Laptop,Windows 11,0.0,1.0,4.0,100Mbps,Lenovo,EliteBook 4817,2023-09-15,882.0,New,1538.0,115.0,1.2,21.5,
PC-0560,3.64,16.0,AMD Ryzen 5,14.0,32.0,512.0,SSHD,Integrated,AMD Radeon Graphics,2GB,False,,True,5.0,All-in-One,Fedora,1.0,0.0,3.0,2.5Gbps,Custom Built,MacBook 3417,2023-07-05,954.0,Like New,1588.0,151.0,,14.0,
PC-0561,3.99,6.0,Intel Core i7,8.0,128.0,512.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ac,True,5.0,All-in-One,Debian,6.0,3.0,3.0,10Gbps,Acer,XPS 5542,2023-11-10,826.0,Like New,1659.0,149.0,,14.0,
PC-0562,1.97,4.0,AMD EPYC,9.0,64.0,2000.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11ac,False,,Desktop,Ubuntu 20.04,4.0,3.0,5.0,1Gbps,Microsoft,ThinkPad 3129,2023-05-28,992.0,New,1618.0,122.0,,,Mid Tower
PC-0563,1.66,10.0,Intel Core i7,8.0,8.0,128.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ax,True,5.0,Laptop,macOS Monterey,5.0,2.0,1.0,1Gbps,HP,Vostro 5106,2023-09-19,878.0,Fair,1189.0,105.0,3.0,13.3,
PC-0564,1.16,4.0,Intel Core i7,10.0,8.0,512.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.3,Laptop,Windows 10,4.0,1.0,3.0,100Mbps,Dell,ThinkPad 2801,2025-08-12,185.0,Fair,751.0,79.0,3.1,13.3,
PC-0565,2.54,12.0,Intel Xeon,8.0,32.0,512.0,HDD,Dedicated,NVIDIA RTX 4080,16,True,802.11ax,True,4.2,Laptop,macOS Monterey,1.0,1.0,4.0,1Gbps,Dell,XPS 3159,2022-03-31,1415.0,Like New,1332.0,281.0,3.4,13.3,
PC-0566,3.52,6.0,Intel Core i3,9.0,16.0,2000.0,NVMe,Dedicated,NVIDIA RTX 4080,12,False,,True,5.2,Server,Windows 11,7.0,3.0,3.0,1Gbps,HP,XPS 6869,2022-02-27,1447.0,New,1554.0,358.0,,,
PC-0567,2.71,8.0,AMD Ryzen 5,11.0,16.0,1000.0,HDD,Integrated,Intel Iris Xe,Shared,False,,True,5.3,Laptop,Debian,6.0,1.0,1.0,1Gbps,Lenovo,EliteBook 6304,2022-02-08,1466.0,New,1381.0,108.0,2.1,14.0,
PC-0568,2.89,2.0,AMD Ryzen 7,10.0,16.0,,HDD,Integrated,Intel UHD,Shared,True,802.11ax,True,4.0,Mini PC,Windows 10,1.0,3.0,3.0,None,Custom Built,XPS 3854,2023-04-14,1036.0,Good,944.0,78.0,,,
PC-0569,4.81,8.0,AMD Ryzen 9,9.0,128.0,2000.0,HDD,Integrated,Intel Iris Xe,Shared,False,,False,,Desktop,macOS Ventura,4.0,0.0,3.0,1Gbps,HP,ZBook 1858,2025-11-25,80.0,Like New,2314.0,174.0,,,Mid Tower
PC-0570,2.53,,AMD EPYC,10.0,512.0,4000.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,False,,Workstation,Windows 10,6.0,2.0,1.0,1Gbps,Custom Built,ThinkPad 7897,2023-11-27,809.0,Good,4198.0,376.0,,,Mini Tower
PC-0571,3.21,8.0,AMD EPYC,10.0,32.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.1,Workstation,Fedora,5.0,1.0,3.0,1Gbps,Apple,Vostro 2862,2025-04-17,302.0,Like New,1555.0,111.0,,,Mid Tower
PC-0572,4.31,4.0,Intel Core i3,6.0,256.0,1000.0,SSD,Integrated,Intel UHD,2GB,True,802.11ax,True,5.0,Desktop,Windows 11,5.0,1.0,5.0,1Gbps,Acer,Inspiron 8802,2022-09-22,1240.0,Like New,2362.0,208.0,,,Mid Tower
PC-0573,2.73,10.0,AMD Ryzen 9,7.0,16.0,2000.0,HDD,Dedicated,NVIDIA GTX 1650,12,True,802.11ac,True,4.0,Laptop,macOS Monterey,1.0,2.0,2.0,100Mbps,HP,Predator 6931,2022-08-21,1272.0,Fair,1779.0,278.0,2.3,14.0,
PC-0574,3.65,12.0,AMD Ryzen 5,13.0,32.0,8000.0,NVMe,Dedicated,NVIDIA RTX 4080,8,True,802.11ac,False,,Server,Windows 11,5.0,0.0,5.0,1Gbps,HP,Vostro 2786,2022-07-28,1296.0,New,3214.0,456.0,,,
PC-0575,4.64,4.0,AMD Ryzen 5,7.0,16.0,4000.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,False,,Server,Windows 11,3.0,0.0,3.0,1Gbps,Custom Built,Predator 9254,2025-10-03,133.0,Fair,1684.0,218.0,,,
PC-0576,4.99,2.0,Intel Core i5,11.0,64.0,512.0,SSD,Integrated,Intel UHD,2GB,True,802.11ac,True,5.0,Laptop,Ubuntu 22.04,6.0,0.0,0.0,10Gbps,Dell,EliteBook 1710,2023-04-21,1029.0,Good,1431.0,97.0,3.4,17.3,
PC-0577,1.7,2.0,AMD Ryzen 5,13.0,1024.0,256.0,SSD,Dedicated,AMD Radeon RX 7900,6,True,802.11a/b/g,True,5.3,Laptop,Windows Server,7.0,0.0,0.0,1Gbps,MSI,Vostro 5941,2024-01-19,756.0,Fair,5371.0,725.0,2.1,24.0,
PC-0578,4.9,8.0,AMD EPYC,9.0,64.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,4,True,802.11n,True,4.0,Desktop,Windows 10,6.0,0.0,2.0,100Mbps,ASUS,Predator 1510,2024-05-25,629.0,New,1808.0,277.0,,,Mini Tower
PC-0579,3.12,8.0,Intel Xeon,9.0,32.0,2000.0,SSHD,Dedicated,NVIDIA RTX 3060,48,False,,True,5.1,Desktop,Windows Server,5.0,3.0,3.0,None,Custom Built,XPS 8847,2023-05-10,1010.0,Good,1698.0,276.0,,,Full Tower
PC-0580,2.16,8.0,Intel Core i9,10.0,64.0,512.0,SSD,Dedicated,NVIDIA RTX 4080,8,True,802.11ac,True,5.1,Laptop,Ubuntu 22.04,6.0,1.0,4.0,1Gbps,MSI,ROG 7984,2024-01-02,773.0,New,1240.0,277.0,2.3,15.6,
PC-0581,2.98,4.0,Intel Core i3,13.0,8.0,512.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,True,5.3,Desktop,Debian,,1.0,3.0,100Mbps,HP,Inspiron 9032,2025-09-25,141.0,Poor,938.0,79.0,,,Mid Tower
PC-0582,5.12,6.0,Intel Core i7,13.0,256.0,2000.0,SSD,Integrated,Intel UHD,4GB,True,802.11n,True,4.0,Server,Windows 11,2.0,1.0,0.0,1Gbps,ASUS,Predator 2204,2024-10-18,483.0,Good,3203.0,328.0,,,
PC-0583,3.12,8.0,AMD Ryzen 9,11.0,32.0,512.0,NVMe,Dedicated,AMD Radeon RX 6600,16,True,802.11ax,True,5.1,Workstation,Windows 11,4.0,3.0,1.0,2.5Gbps,Dell,Inspiron 6277,2022-06-25,1329.0,Like New,1287.0,261.0,,,Mid Tower
PC-0584,2.45,6.0,AMD Ryzen 7,7.0,32.0,4000.0,NVMe,Integrated,Intel Iris Xe,2GB,True,802.11ax,True,5.1,Mini PC,Fedora,0.0,2.0,2.0,1Gbps,Apple,ThinkPad 2076,2025-03-05,345.0,Like New,1932.0,136.0,,,
PC-0585,3.7,32.0,AMD Ryzen 3,11.0,32.0,512.0,SSD,None,,,True,802.11n,True,5.1,Workstation,Windows 11,3.0,0.0,1.0,1Gbps,Dell,ThinkPad 5505,2022-07-30,1294.0,Fair,2551.0,231.0,,,Mid Tower
PC-0586,2.08,4.0,Intel Core i3,10.0,64.0,512.0,SSHD,Dedicated,NVIDIA GTX 1650,12,True,802.11ac,True,5.3,Mini PC,Ubuntu 20.04,2.0,2.0,4.0,2.5Gbps,Apple,Vostro 6327,2023-01-08,1132.0,Poor,1371.0,257.0,,,
PC-0587,1.41,8.0,Intel Core i9,10.0,8.0,512.0,SSD,Dedicated,NVIDIA A6000,8,True,802.11ac,True,5.2,Laptop,Windows 10,1.0,0.0,3.0,1Gbps,Dell,ROG 9692,2024-10-27,474.0,Fair,1080.0,249.0,1.8,13.3,
PC-0588,1.63,6.0,AMD Ryzen 3,6.0,64.0,2000.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11ax,True,4.0,Laptop,Windows 10,6.0,0.0,4.0,100Mbps,Microsoft,ZBook 8433,2023-02-03,1106.0,Fair,1683.0,132.0,1.1,14.0,
PC-0589,1.62,6.0,Intel Xeon,8.0,16.0,256.0,SSD,Dedicated,NVIDIA GTX 1650,16,True,802.11a/b/g,True,5.0,Gaming PC,Ubuntu 22.04,7.0,2.0,1.0,1Gbps,ASUS,Vostro 8048,2023-02-01,1108.0,Fair,859.0,241.0,,,Small Form Factor
PC-0590,1.72,10.0,AMD Ryzen 5,12.0,64.0,256.0,NVMe,Integrated,Intel UHD,Shared,True,802.11n,True,5.0,Laptop,macOS Monterey,0.0,1.0,3.0,2.5Gbps,Custom Built,Inspiron 2874,2022-07-10,1314.0,Good,1257.0,135.0,2.1,,
PC-0591,1.67,8.0,Intel Core i7,10.0,128.0,8000.0,SSD,Integrated,Intel UHD,4GB,True,802.11ax,True,5.0,Desktop,Ubuntu 22.04,0.0,3.0,5.0,2.5Gbps,Dell,Vostro 4522,2023-02-14,1095.0,New,3072.0,234.0,,,Mini Tower
PC-0592,3.73,64.0,AMD Ryzen 3,9.0,128.0,256.0,HDD,Integrated,Intel UHD,Shared,False,,True,5.0,Workstation,Windows 10,7.0,2.0,5.0,100Mbps,Acer,ROG 8398,2025-08-22,175.0,New,4546.0,437.0,,,Mid Tower
PC-0593,1.85,4.0,Intel Core i3,9.0,32.0,1000.0,SSD,Dedicated,NVIDIA GTX 1650,24,True,802.11ax,True,5.0,Mini PC,Windows 11,3.0,1.0,4.0,1Gbps,Lenovo,EliteBook 7779,2023-10-25,842.0,Good,1195.0,246.0,,,
PC-0594,2.52,4.0,AMD EPYC,12.0,32.0,1000.0,SSD,Dedicated,AMD Radeon RX 6600,16,False,,True,5.0,Server,Windows 11,2.0,0.0,5.0,2.5Gbps,Apple,MacBook 8430,2022-01-18,1487.0,Like New,1207.0,346.0,,,
PC-0595,4.78,10.0,Intel Core i7,11.0,8.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.3,Laptop,Windows 11,0.0,1.0,5.0,1Gbps,Custom Built,ROG 7815,2022-03-27,1419.0,Good,1473.0,109.0,2.6,16.0,
PC-0596,3.04,8.0,AMD Ryzen 3,9.0,128.0,1000.0,SSD,Integrated,Intel UHD,Shared,False,,False,,Workstation,Fedora,7.0,0.0,0.0,2.5Gbps,Microsoft,Inspiron 6120,2023-10-01,866.0,Like New,2021.0,164.0,,,Mid Tower
PC-0597,3.84,4.0,Intel Core i7,7.0,16.0,256.0,NVMe,Dedicated,NVIDIA GTX 1650,48,True,802.11ax,True,4.0,Gaming PC,macOS Ventura,2.0,0.0,5.0,1Gbps,HP,ROG 6120,2023-01-25,1115.0,Good,997.0,231.0,,,Mini Tower
PC-0598,1.81,2.0,AMD Ryzen 5,9.0,32.0,1000.0,HDD,Dedicated,AMD Radeon RX 6600,8,True,802.11n,True,5.3,Desktop,Windows 10,2.0,1.0,0.0,10Gbps,Microsoft,ZBook 7132,2024-11-01,469.0,Like New,897.0,236.0,,,Mid Tower
PC-0599,1.89,2.0,AMD Ryzen 5,13.0,16.0,512.0,SSD,Dedicated,NVIDIA GTX 1650,16,False,,True,5.0,Workstation,Fedora,5.0,,2.0,2.5Gbps,Acer,ThinkPad 8770,2022-02-16,1458.0,Good,909.0,223.0,,,Mid Tower
PC-0600,1.27,16.0,AMD Ryzen 7,11.0,8.0,1000.0,HDD,Dedicated,NVIDIA GTX 1650,6,True,802.11ac,True,5.1,Desktop,Windows 11,0.0,3.0,0.0,100Mbps,Microsoft,Inspiron 2494,2022-08-20,1273.0,Good,1606.0,294.0,,,Mini Tower
PC-0601,1.79,4.0,Intel Core i7,10.0,64.0,256.0,HDD,Integrated,Intel UHD,Shared,True,802.11n,True,5.2,Laptop,macOS Ventura,2.0,1.0,0.0,1Gbps,ASUS,Inspiron 2527,2024-05-10,644.0,New,1188.0,105.0,2.7,27.0,
PC-0602,2.24,4.0,Intel Core i7,11.0,,1000.0,NVMe,Dedicated,AMD Radeon RX 6600,8,True,802.11n,True,5.0,Laptop,Windows 10,3.0,2.0,1.0,100Mbps,Microsoft,ROG 2582,2024-04-03,681.0,Fair,991.0,234.0,1.0,13.3,
