"CustomerID","Churn","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","PercChangeMinutes","PercChangeRevenues","DroppedCalls","BlockedCalls","UnansweredCalls","CustomerCareCalls","ThreewayCalls","ReceivedCalls","OutboundCalls","InboundCalls","PeakCallsInOut","OffPeakCallsInOut","DroppedBlockedCalls","CallForwardingCalls","CallWaitingCalls","MonthsInService","UniqueSubs","ActiveSubs","ServiceArea","Handsets","HandsetModels","CurrentEquipmentDays","AgeHH1","AgeHH2","ChildrenInHH","HandsetRefurbished","HandsetWebCapable","TruckOwner","RVOwner","Homeownership","BuysViaMailOrder","RespondsToMailOffers","OptOutMailings","NonUSTravel","OwnsComputer","HasCreditCard","RetentionCalls","RetentionOffersAccepted","NewCellphoneUser","NotNewCellphoneUser","ReferralsMadeBySubscriber","IncomeGroup","OwnsMotorcycle","AdjustmentsToCreditRating","HandsetPrice","MadeCallToRetentionTeam","CreditRating","PrizmCode","Occupation","MaritalStatus"
3204110,"No",46.58,211,55,0.5,0,1.2,1,-6.6,1.7,2.7,7,0,0,25.3,15,3,40.7,12,4.3,0,0.7,15,2,2,"NYCMAN917",1,1,445,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,"0","No",0,"Unknown","No","2-High","Suburban","Other","Unknown"
3204114,"No",23.24,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,6,"SFROAK510",2,2,482,NA,NA,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"60","No","6-VeryLow","Suburban","Other","Unknown"
3204126,"No",21.26,24,20,0,3,0,-13,-1.3,0.3,0.3,1.7,0,0,0,1,0,10.3,2,0.7,0,0,15,1,1,"NMXLSA505",1,1,445,0,0,"No","No","Yes","Yes","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"3","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3204134,"Yes",51.49,158,60,0,0,1.5,-96,-1.4,0.7,15.7,10.3,0,0,33.2,1.7,0.7,35,12,16.3,0,0,15,1,1,"SANMCA210",1,1,445,36,30,"Yes","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"5","Yes",0,"Unknown","No","2-High","Town","Other","Yes"
3204138,"No",11.08,33,13,0.25,0,0,-27,-1.1,0.3,0,5.7,1.7,0,6.6,4,2.3,13.7,8,0.3,0,0,15,3,3,"LAXANA714",1,1,445,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","1-Highest","Suburban","Other","Unknown"
3204174,"No",103.32,850,60,1.24,117,0.2,298,-49.6,14.3,11,49.3,0,0.3,244,52.3,36,139.7,101,25.3,0,1,13,1,1,"ATLROS678",4,3,61,30,36,"No","Yes","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",1,"9","No",0,"100","No","2-High","Suburban","Other","Yes"
3204178,"Yes",10,25,10,0,0,0,-17,0,2.3,0,5.7,0,0,0.6,1.7,0.3,5.7,3.7,2.3,0,0,15,2,2,"NOLKEN504",1,1,436,52,42,"No","Yes","No","Yes","No","Unknown","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","2-High","Other","Professional","Yes"
3204194,"No",40.25,289,23,0.33,25,0,NA,NA,1.3,16.3,12.7,2,0.3,31.7,1.7,0,34.3,37.3,17.7,0,0.3,13,2,1,"OHICLE216",1,1,383,40,38,"No","No","No","Yes","Yes","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"1","Yes",0,"Unknown","No","2-High","Other","Professional","Unknown"
3204198,"No",44.13,329,50,0.5,0,0,10,1.1,1,26,4.3,0,0,79.5,4.3,4.3,115.7,32.3,27,0,0.3,13,1,1,"CHIGRY219",1,1,383,50,52,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","2-High","Other","Crafts","Yes"
3204202,"No",75.67,442,85,0,0,0,124,-0.7,22.3,3.7,19,0,0,82,12.3,1.7,62.7,35.3,26,0,0.3,13,1,1,"DALDAL214",2,1,79,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",1,"0","No",0,"200","No","5-Low","Town","Other","Unknown"
3204206,"No",57.07,417,101,0,1,0,264,17.9,1.3,6.3,28,0.3,0,46.4,2.7,0,108,34.3,7.7,0,0,13,1,1,"MIANDA305",2,2,58,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"150","No","5-Low","Other","Other","Unknown"
3204222,"Yes",35.06,181,40,0.25,13,0,78,13.1,1.3,4.7,3.3,0,0,43.4,7.7,3.7,36,19.7,6,0,1,13,1,1,"CHINBK847",1,1,383,24,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3204226,"No",138.2,1539,80,1.24,105,14.1,-303,-49.3,12.3,6.7,56,1,0,330.6,67.7,21,280,163,19.7,0,3,17,1,1,"ATLATL678",2,2,188,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"150","No","3-Good","Suburban","Other","Unknown"
3204230,"No",53.24,650,60,0.25,0,0,-52,-0.2,6.3,0.7,29.3,1,0,156.8,42,8.3,103.3,87.3,7,0,4.3,17,1,1,"NEVSDG619",2,2,228,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"10","No","3-Good","Other","Other","Unknown"
3204242,"No",38.51,442,29,2.97,0,0,-442,-38.5,4.7,77,11.7,8,2.7,132.7,26.3,1.3,88.3,157,81.7,0,5,13,1,1,"CHIGRY219",2,2,143,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","4-Medium","Suburban","Other","Unknown"
3204254,"Yes",19.99,9,30,0,0,0,0,0,0,1,0.7,0,0,0.6,0.3,0,1.3,4.3,1,0,0,17,1,1,"CHINBK847",4,2,471,34,30,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"130","No","3-Good","Suburban","Other","Unknown"
3204258,"Yes",39.99,173,50,0,0,0,-173,0,6,0,21,0.3,0.3,48,20.7,4.3,31.7,38.3,6,0,1,15,1,1,"DENCOL719",1,1,445,52,50,"No","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","2-High","Town","Professional","Yes"
3204262,"No",20.17,37,30,0,0,0,12,-0.2,0,0,0,0,0,0.3,0.3,0,2.3,3.7,0,0,0,13,1,1,"PHIWIL302",1,1,382,36,42,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","2-High","Suburban","Professional","Yes"
3204266,"No",40.6,44,35,0,0,5.3,51,15.6,0.3,0,0,0,0,4.3,2.7,0,8.7,6.3,0.3,0,0,13,1,1,"NYCNAS516",4,2,367,32,70,"Yes","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"10","No","2-High","Suburban","Other","Unknown"
3204274,"No",69.57,600,40,1.24,71,0,144,31.8,7.3,0.3,16.3,1,0,97,25,0.7,124.7,47,7.7,0,2,19,1,1,"LAXLAG949",1,1,551,32,32,"No","No","No","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Suburban","Professional","Yes"
3204278,"No",40.75,214,40,3.22,18,0.6,59,47,4,22.7,6.7,2.3,1.3,27.5,9,0,69.3,17,26.7,0,0.3,13,1,1,"NCRFAY910",1,1,382,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","4-Medium","Rural","Other","Unknown"
3204282,"No",122.94,722,75,0,135,0,6,-48,5.7,3.3,25.7,0,0,213.4,39,5.7,210,36.3,9,0,5,17,1,1,"MIAFTM941",2,1,317,58,56,"No","No","Yes","Yes","Yes","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,"9","No",0,"150","No","2-High","Rural","Clerical","Yes"
3204290,"No",55.99,493,60,0.74,7,5.2,31,-3.6,19.3,1,14,0.3,0.3,97.4,30.7,21,107,59.3,20.3,0,0,13,1,1,"APCFCH703",1,1,382,28,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"6","No",0,"Unknown","No","5-Low","Other","Other","No"
3204298,"Yes",49.99,331,50,0,0,0,-59,0,1.3,4,27,0,0,111.1,25.7,17.7,142.7,65.3,5.3,0,0.3,15,1,1,"ATLATL678",1,1,444,26,30,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","2-High","Suburban","Other","No"
3204302,"No",56.33,163,50,0,0,0,156,4.1,0.7,0.3,4.7,0,0,46.3,5.3,0.7,27.3,26.3,1,0,0,13,1,1,"NYCBRO917",1,1,382,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"1","No",0,"Unknown","No","4-Medium","Other","Other","No"
3204310,"No",61.81,108,63,0,0,0,-108,-77.1,2,0,16.3,1,0,7.1,2.7,0,11.3,39,2,0,0.7,17,2,1,"APCBAL410",2,2,201,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","5-Low","Other","Other","Unknown"
3204314,"No",33.24,395,45,0,0,0,-91,0,2.3,6,6.3,0,0,47.3,8,4.3,11.7,54.7,8.3,0,1.3,17,1,1,"HWIHON808",2,1,464,28,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"130","No","2-High","Suburban","Other","Unknown"
3204318,"No",45.94,298,45,0,0,0,144,-0.9,1,0,0,4,0,50.1,8.3,1.7,33.3,23.7,1,0,0,19,1,1,"NYCMAN917",1,1,551,50,52,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","5-Low","Other","Other","No"
3204322,"Yes",57.4,868,60,3.71,0,0,34,2.8,6,5.3,86,1.7,0,209.4,51,3.3,150.7,148.7,11.3,0,8.3,13,1,1,"FLNJAC904",2,2,25,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"3","No",0,"150","No","4-Medium","Other","Other","Unknown"
3204326,"Yes",56.89,759,50,0,35,0.5,140,0.3,1,3,42.7,2,0,332.6,34.7,31,160.7,166.3,4,0,5.3,19,1,1,"DALDAL214",3,2,182,20,0,"Yes","Yes","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"8","No",0,"100","No","7-Lowest","Suburban","Other","Unknown"
3204342,"No",41.74,261,51,0,1,0.5,111,-1.8,0.7,1.7,23,1.7,0,17.5,5.7,0.7,66,45,2.3,0,0.3,15,1,1,"OMAOMA402",1,1,444,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",1,"0","No",0,"Unknown","No","2-High","Town","Other","Unknown"
3204350,"Yes",109.25,902,76,0,124,0,386,41.2,15.7,51.7,142,19.3,1,135.1,11.7,4.7,56.3,184,67.3,0,0.7,17,1,1,"ATLANE678",4,4,276,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","7-Lowest","Other","Other","Unknown"
3204354,"No",53.69,1043,60,0,0,0,-164,-0.4,11,1,44.7,0,0.3,403.2,44.7,15.3,88.3,148,12,0,5.3,13,1,1,"PITHOM412",1,1,382,58,26,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","Yes",0,"6","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3204358,"No",90.3,996,85,0.25,58,0,434,42.2,7.3,4.3,27.3,0,0,138.6,38.3,23.3,75.7,83.7,11.7,0,0.7,13,1,1,"SANCRP512",1,1,382,58,56,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"2","No",0,"Unknown","No","5-Low","Rural","Other","Yes"
3204362,"No",10.75,27,10,0,1,0,26,2.2,2.3,0.7,3.7,0,0,2.6,0,0,6.7,3,3,0,0,19,2,1,"NSHNSH615",1,1,551,32,26,"No","Yes","No","No","No","Known","Yes","Yes","No","No","Yes","No",1,1,"No","No",0,"5","No",0,"Unknown","Yes","2-High","Town","Other","Unknown"
3204366,"No",296.95,2375,103,3.96,610,0,319,6.7,14.7,7,48.7,0,0,742,158,39,441.7,214.7,21.7,0,28,13,1,1,"PITHOM412",3,2,47,32,0,"No","Yes","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"Yes","No",0,"7","No",0,"150","No","2-High","Other","Professional","No"
3204374,"No",35.18,5,35,0,0,0,0,-5.2,0,0,0.3,0.7,0,1.1,0.7,0.3,1.3,2.7,0,0,0,13,1,1,"NYCTMR732",1,1,382,50,50,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","5-Low","Suburban","Professional","No"
3204378,"No",74.99,1867,85,0,0,0,91,0,23,3.3,255,0,0.7,160.8,22.3,5,379.3,369.3,26.3,0,3.7,17,1,1,"APCFCH703",1,1,490,46,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,"8","No",0,"Unknown","No","2-High","Other","Other","No"
3204398,"No",28.49,10,40,0,0,0,9,0,0,0,0,0,0,0,0.3,0,2,1.7,0,0,0,15,1,1,"OHICLE216",1,1,444,38,36,"Yes","Yes","No","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"Yes","No",0,"7","No",0,"Unknown","No","2-High","Town","Other","Yes"
3204402,"No",51.06,628,57,0.5,8,0,122,-10.1,6.7,0,2.7,1.7,0.7,173.6,47.3,26.3,147.7,125.3,6.7,0,0,13,1,1,"NYCMAN917",2,2,17,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"150","No","7-Lowest","Other","Other","Unknown"
3204414,"Yes",43.21,92,38,0.25,0,0,94,53.8,1,0,10,2.7,0.3,20.8,4.3,1,18.3,12.7,1,0,0,13,1,1,"SFROAK925",1,1,382,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","5-Low","Other","Other","Unknown"
3204418,"No",97.21,542,64,3.46,0,0,-542,52.8,9,5,25,1.3,0,126.2,28.7,10,111.3,63.3,14,0,1,15,2,1,"MIAWPB561",2,2,225,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"10","No","3-Good","Suburban","Other","Unknown"
3204422,"No",13.23,193,10,0.74,26,0,-20,-3.2,1.3,4.7,10.7,0,0,52.4,11.3,7.7,60.3,16.7,6,0,1,15,2,2,"HOUHOU281",1,1,444,50,0,"No","Yes","No","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","2-High","Town","Other","Unknown"
3204430,"No",10.09,243,10,0,0,0,4,-0.1,4,0.3,11.3,0,0,124.5,42.3,33.3,41.7,50.7,4.3,0,1.3,13,3,2,"BOSBOS617",1,1,382,68,68,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","6-VeryLow","Suburban","Other","No"
3204438,"No",449.9,2228,160,0.99,1155,0.2,-329,-75.4,10,7.7,89,0.3,0,630.2,112.3,42.3,236.7,204.7,17.7,0,19.3,15,4,4,"NSHNSH615",1,1,444,52,0,"No","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,"6","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3204442,"Yes",68.91,745,60,2.48,33,0,-51,8.7,4.7,3.7,34.3,0,0,98.6,28.7,18,88,57.3,8.3,0,4,19,1,1,"NCRWLM757",1,1,551,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","3-Good","Town","Other","Unknown"
3204446,"No",126.42,874,69,0.25,211,0,-170,-71.2,5,1.3,21.3,0.3,0,260.9,25.3,2.7,116,65.3,6.3,0,4.7,13,1,1,"OKCTUL918",2,2,131,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"10","No","2-High","Other","Other","Unknown"
3204454,"No",73.57,823,10,1.24,97,0.7,112,-3.5,2.3,4,36.3,0,0,255.2,38,7.7,121,136.3,6.3,0,2.3,15,2,1,"NCRFAY910",1,1,444,42,44,"Yes","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",1,0,"No","No",0,"6","No",0,"Unknown","Yes","5-Low","Other","Other","Yes"
3204458,"Yes",65.04,1280,60,0.5,0,5.3,-87,-14.4,27.3,7.7,110.3,1,0.3,559.5,60,21.7,154,241.7,35,0,8.3,13,2,1,"BOSBOS978",3,3,125,44,42,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"80","No","7-Lowest","Suburban","Other","Unknown"
3204462,"No",31.71,289,30,0,2,0,-6,-1.7,0.3,5.3,17.7,0,0,93.9,2.3,0.7,41.3,74.7,5.7,0,0.7,17,1,1,"NSHNSH615",2,2,466,28,24,"No","No","Yes","No","No","Unknown","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"80","No","3-Good","Suburban","Other","Unknown"
3204466,"No",39.99,596,50,0,0,0,325,0,0,0.3,1.7,0,0,224.8,6.7,3.7,13.3,18,0.3,0,0,19,1,1,"INDIND317",1,1,551,38,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","2-High","Other","Other","No"
3204478,"No",165.26,755,60,0,0,28,36,-65.5,12.3,0.3,47.7,39.3,0,122.7,61.7,4.7,174.7,131.3,12.7,0,0,13,2,2,"NYCBRO917",4,3,233,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"100","No","7-Lowest","Other","Other","Unknown"
3204486,"No",34.08,134,30,0.5,10,0,84,9.2,6.3,1.3,14.7,0,0,4.6,3,0,49.7,6.3,7.7,0,0,13,2,1,"NYCBRO917",1,1,382,72,0,"No","Yes","Yes","No","No","Known","No","No","No","No","No","No",0,0,"No","Yes",0,"3","No",0,"Unknown","No","2-High","Other","Other","No"
3204490,"No",11.98,106,10,1.98,0,0,200,2,1.3,0,5,0,0,0,0.7,0,11.7,4.3,1.3,0,0,19,2,2,"PHXSCO480",1,1,551,54,64,"No","No","Yes","No","No","Known","No","Yes","Yes","No","Yes","Yes",0,0,"Yes","No",0,"9","No",0,"Unknown","No","2-High","Town","Homemaker","Yes"
3204502,"No",40.35,336,50,0,5,0,83,-0.4,3.3,0,14.3,1,0,128.2,20,8,44,74.7,3.3,0,0,13,1,1,"NYCFHD732",2,2,135,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",1,"0","No",0,"150","No","2-High","Suburban","Other","Unknown"
3204506,"No",73.83,1438,73,1.49,17,0.6,327,11.7,55.3,11.7,59.3,22.7,0,114.5,34,3.3,102.7,156,67,0,7.7,15,1,1,"APCBAL410",5,3,57,32,44,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",1,"5","No",0,"10","No","5-Low","Other","Other","Unknown"
3204510,"Yes",132.96,732,60,0,206,0,228,45,18.3,2,30,3.7,0.3,236.7,21.3,4.7,217.7,47.7,20.3,0,0.3,13,2,1,"PHXPHX602",1,1,382,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,"0","No",0,"Unknown","No","1-Highest","Suburban","Other","Unknown"
3204514,"Yes",35.24,434,45,0.25,0,0,-13,-0.2,4.3,1.3,12.3,0,0.3,81.7,44.7,28.7,58,74,5.7,0,0,19,1,1,"BOSBOS617",1,1,551,26,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"4","No",0,"Unknown","No","2-High","Other","Professional","Yes"
3204522,"Yes",64,34,70,0,0,0,-30,-1,2.7,0.3,1.3,0,0,0,0,0,1,0.7,3,0,0,17,2,2,"ATLATL678",1,1,490,0,0,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",1,"6","No",0,"Unknown","No","2-High","Town","Other","Yes"
3204530,"No",28,12,37,0,0,0.3,34,-7.1,0.3,0,3,0,0,1,3.3,2,6.7,2,0.3,0,0,13,2,2,"NYCNEW973",2,2,29,54,54,"Yes","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"10","No","1-Highest","Other","Crafts","Yes"
3204534,"No",37.56,755,45,1.49,2,0,-131,-1.6,9,5,33,0.3,0,68.2,32.7,15.7,25.7,87.7,14,0,2.3,15,1,1,"NYCMAN917",5,4,63,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"100","No","7-Lowest","Other","Other","Unknown"
3204538,"No",44.06,537,55,0,0,0.3,27,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,"DETFLI810",3,3,500,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","Yes",0,"0","No",0,"30","No","7-Lowest","Town","Other","Unknown"
3204554,"No",34.99,226,45,0,0,0,163,0,4.7,1.7,9.3,0,0,51.1,27.7,6,49,37.3,6.3,0,0.3,17,1,1,"NYCMAN917",1,1,490,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3204558,"Yes",56.69,466,40,4.95,30,0,70,9.9,2.3,15,49.7,0,0,119.6,36.3,13,127.3,45,17.3,0,0.3,15,1,1,"DALDTN940",4,4,263,34,32,"Yes","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"6","No",0,"40","No","2-High","Other","Crafts","No"
3204562,"Yes",49.94,263,50,0.5,21,0.6,-38,-5.7,5,3.7,15.3,0,0,24.1,9.7,0,55.7,15,8.7,0,0,13,1,1,"BIRBIR205",1,1,382,24,0,"No","No","Yes","Yes","Yes","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"7","No",0,"Unknown","No","2-High","Suburban","Crafts","Unknown"
3204574,"No",37.74,128,30,0.5,11,0.2,-17,-1.9,1,0,9,3.7,1,0,2.7,0,24.3,15,1,0,0,19,2,1,"APCWAS202",2,2,184,42,38,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"30","No","2-High","Other","Other","No"
3204586,"No",73.84,206,67,0,32,0,-77,-13.8,2.3,0.3,20.3,2,0,19.7,56.3,11.7,103.3,32.3,2.7,0,0,19,2,2,"NYCMAN917",1,1,551,46,0,"No","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,"7","No",0,"Unknown","No","5-Low","Other","Other","No"
3204594,"No",40.01,1004,41,0,4,0,12,0,11.3,3.3,65.3,16.7,0.3,196.1,37,20.3,137.7,244,14.7,0,11.7,17,2,1,"DALFTW817",4,4,124,32,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"40","No","1-Highest","Other","Other","Unknown"
3204606,"No",85.24,267,73,0.74,23,0,49,4.6,0,0.7,13,0.7,0,47.4,11,6.3,67.3,17,0.7,0,0,15,2,2,"OKCTUL918",3,3,127,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"10","No","5-Low","Other","Other","Unknown"
3204610,"Yes",49.47,283,50,0,1,8.7,87,-7.4,7.3,0,15,0.3,0,67.1,32,0,77.3,19.7,7.3,0,0.7,13,1,1,"HARHAR860",1,1,382,60,58,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Other","Other","Yes"
3204622,"No",38.14,369,45,0.25,0,2.4,-102,-1.5,2.7,0.3,26,0,0,149.1,39.3,1,65.3,93,3,0,3.7,17,1,1,"NNYROC716",1,1,490,54,50,"Yes","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Suburban","Professional","Yes"
3204626,"No",33.09,78,30,0,0,0.1,-39,0.3,2.3,0,4.3,0,0,3.4,4.3,0,34,13.3,2.3,0,0,19,2,2,"SFRSRO707",2,1,551,46,46,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","Yes",0,"6","No",0,"60","No","2-High","Town","Professional","Yes"
3204630,"Yes",29.99,440,40,0,0,0,26,0,1.7,2.7,46,7,0,56.8,11,6,74,67,4.3,0,0,17,1,1,"ATLANE678",1,1,490,32,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Suburban","Other","Unknown"
3204634,"No",52.44,268,50,0,0,0.1,146,-9.1,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,15,1,1,"KCYKCM816",2,1,132,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"150","No","7-Lowest","Other","Other","Unknown"
3204638,"No",102.58,1942,75,3.46,62,0,-442,-35.7,23.7,18.3,68.3,5,1.3,551.4,69.3,28,257,277.7,42,0,15.3,13,1,1,"HOUHOU281",4,4,139,32,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",1,"4","No",0,"Unknown","No","5-Low","Other","Other","No"
3204646,"No",122.77,1849,85,3.71,134,0,-857,-37.3,35.3,1.7,147.7,2,1.7,373,62,10.7,250.7,276.7,37,0,3.7,17,1,1,"LAXBEV310",2,2,352,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"150","No","2-High","Other","Other","Unknown"
3204650,"No",50.24,538,60,0.25,0,0,43,-0.2,6.7,1.3,16.3,0,0,214.1,17.7,3,93.3,62.3,8,0,0,15,1,1,"DENFTC970",1,1,444,32,34,"No","No","Yes","Yes","Yes","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","2-High","Other","Other","Yes"
3204654,"No",40.55,318,45,0,14,0,-16,-4.8,4.7,0.3,10.7,1.3,0,34.7,5,0,64,34.7,5,0,0,14,1,1,"SEASEA206",2,2,357,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"Yes","No",0,"2","No",0,"200","No","3-Good","Suburban","Other","Unknown"
3204658,"Yes",34.99,139,45,0,0,0,-51,0,4.3,0.7,11.7,0.3,0,47.1,11.7,0,49,15.3,5,0,0.3,15,2,1,"SFROAK925",1,1,444,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","3-Good","Other","Other","Unknown"
