name,platform,release_date,summary,meta_score,user_review,release_year,user_review_count
Tropico 4, Xbox 360,2011-10-18,"Tropico 4 sees you return as El Presidente, the tyrannical (or benevolent) dictator of the island paradise of Tropico. The world is changing and Tropico is moving with the times Ã¯Â¿Â½ geographical powers rise and fall and the world market is dominated by new players with new demands and offers -- and you, as El Presidente, face a whole new set of challenges. If you are to triumph over your naysayers you will need to gain as much support from your people as possible. Your decisions will shape the future of your nation, and more importantly, the size of your Swiss bank account.",77,76.0,2011,4531
Trajectile, DS,2010-01-04,"[DSiWare; also known as ""Reflect Missile""] Trajectile is a puzzle game that's as much about firepower as it is about brainpower, requiring you to line up your shot and launch a flurry of missiles at enemy targets. Three types of missiles are at your disposal, each one with its own characteristics - but all of them can bounce off walls on their path to smash, blast or drill through enemies and blocks. Along the way, you'll find item blocks just waiting to be destroyed so that you can obtain special power-ups ... and cause even more destruction. Be careful though, as missile type and position are predetermined and you get only a limited number of launches per stage. Complete multiple classes containing numerous individual stages, earning medals when you clear stages in fewer than the given number of turns. Are you ready to take aim at becoming a Trajectile master? [Nintendo]",77,,2010,2714
The Godfather, Xbox 360,2006-09-19,"The book by Mario Puzo and classic film by Paramount Pictures serve as inspiration for The Godfather, as gamers join the Corleone family and earn respect through loyalty and fear as they rise through the ranks to become Don in a living 1945-1955 New York. Gamers create their own mob character in the game, putting themselves into the action while reliving classic moments from the fiction and experiencing original missions alongside memorable characters from the film. After a life of small-time jobs and petty thefts the player is accepted into the Corleone family, America's most famous criminal organization. It is up to the player to carry out orders, earn respect and make New York City their own. Featuring non-linear action-adventure gameplay, The Godfather offers gamers countless choices for solving the family’s problems with brutal violence, skillful diplomacy, or a cunning mixture of both. From mob hits and bank heists to drive-bys and extortion, step deep inside the world of The Godfather where intimidation and negotiation are your tickets to the top. Players use their powers of loyalty and fear to earn respect through interactions with characters in the world. Decisions made by the player in the game have lasting consequences, just as it was in the mob underworld featured in The Godfather fiction. James Caan, Robert Duvall, and the late Marlon Brando provided voice acting and likenesses for the game. [Electronic Arts]",77,78.0,2006,4678
Strider, PlayStation 4,2014-02-18,"Originally released in 1989, Strider remains one of Capcom's most enduring franchises. The game tells the story of Hiryu, the youngest ever ""Super A"" ranked agent of an elite corps known as the Striders. Strider Hiryu receives orders to assassinate Grandmaster Meio, supreme dictator of Earth, who has plunged humanity into a dystopian dark age.",77,71.0,2014,4754
Grandia III, PlayStation 2,2006-02-14,"Yuki has idolized the legendary pilot Schmidt since he was a young boy and has been trying to build his own ever since. Loving the freedom of flight, he dreams of one day leaving his small island and reaching the mainland. In the woods not far away, Alfina rides alone on a horse-drawn carriage. She is a Communicator, one of the few who can speak with the Guardians, gods that protect the world. She is hurrying to a temple to take the place of her brother, Emelious. Resentment of his obligated duty as a Communicator has turned Emelious into a cruel and violent being filled with hate. Fate will bring together Yuki and Alfina just as the world is about to fall apart. [Square Enix]",77,86.0,2006,1273
DOOM Eternal: The Ancient Gods Part Two, Xbox One,2021-03-18,"Unite the Sentinel armies and take the war to the stronghold of the Dark Lord himself in one last effort to seal away evil once and for all. With the all-new Sentinel Hammer in hand, the Slayer will rip, tear and now smash every demon in his path across ancient Sentinel settlements, devastated Earth cities and beyond, tackling stronger new enemy variants as he nears his final battle. Everything you've fought for has led to this moment. Your war against Hell ends here.",77,67.0,2021,2464
Ys Origin, PlayStation 4,2017-05-30,"700 years before the events of Ys I & II, the land of Ys was on the brink of destruction. Demons came in droves and forced the twin Goddesses who ruled the land to whisk their subjects away from the surface, into the safe embrace of the clouds. The demons were persistent, however, erecting a massive tower in pursuit. The battle that raged upon the ground had begun ascending for a second round up above.",77,71.0,2017,4448
Day of Infamy, PC,2016-07-28,"Experience close-quarters battles in iconic WWII settings. Defend the line, storm the beach, torch the enemy, or use a radio to call in fire support. Day of Infamy is a teamwork-oriented shooter that will keep you on your toes and coming back for more with its diverse game modes and authentic arsenal.",77,78.0,2016,4266
Crusader Kings II: Sons of Abraham, PC,2013-11-18,"Crusader Kings II: Sons of Abraham is the fifth expansion for the strategy/RPG , focusing on the Abrahamic religions; Christianity, Islam and Judaism. Get your bishops appointed cardinals and tap the might of the Papacy, borrow money from the Knights Templar and send troublesome relatives off to live out their days in a monastery. Sons of Abraham also introduces the Jewish religion and allows you to recreate the Kingdom of Israel and rebuild the Temple in Jerusalem. The expansion for Crusader Kings II explores one of the defining periods in world history in an experience crafted by Paradox Development Studio, the masters of Grand Strategy. Medieval Europe is brought to life in this epic game of knights, schemes, and thrones.",77,76.0,2013,2032
Secret Weapons Over Normandy, Xbox,2003-11-18,"Join a secret squad of pilots dedicated to thwarting the most heinous plans of the Third Reich. In the new WWII action-flyer, Secret Weapons Over Normandy, you will fly over 20 authentic aircraft across 30 daring missions. Embark on an action-packed and intriguing journey over Europe and other territories. Engage in air-to-air and air-to-ground battle scenarios as you make your way through the ranks of an elite fighter squadron. Can you be trusted with the most dangerous secrets of the war?",77,88.0,2003,4495
Risen, PC,2009-10-02,"An epic story in an authentic world hand-crafted with an eye for detail and populated by ""real"", plausible characters. A Mysterious Volcanic Island The heavy tremors on the island bode ill for its inhabitants. Ancient temples have risen from the ground recently, bizarre creatures are terrorising the area. Fear and terror is spreading among the population. The End of All Hope? A group of powerful men who call themselves ""The Inquisitors"" have taken it upon them-selves to put an end to these events. They send an exhibition to this remote island, but a storm takes hold of the ship and destroys it at sea. A Hero Will Come - As if by a miracle, the player survives the shipwreck and is stranded on the volcanic island alone. He finds himself amidst a chaos of rebellion, tyranny and mystic rituals. He must now decide to which side the pendulum of fate will swing. [Deep Silver]",77,81.0,2009,1113
VA-11 Hall-A: Cyberpunk Bartender Action, PC,2016-06-21,"VA-11 HALL-A: Cyberpunk Bartender Action is a booze em' up about waifus, technology, and post-dystopia life.",77,84.0,2016,1444
X-Men Origins: Wolverine, PC,2009-05-01,"Unleash the razor sharp adamantium claws, feral instincts, and mutant regeneration powers of the world's fiercest Super Hero - Wolverine - and uncage the story of how the ultimate weapon was created. The team at Raven Software has dedicated Wolverine's development to unstoppable, true-to-character authenticity. Take on impossible odds and exact revenge. [Activision]",77,79.0,2009,893
Penny Arcade Adventures: Episode Three, PC,2012-06-25,"The Startling Developments Detective Agency springs into action as On the Rain-Slick Precipice of Darkness 3 begins, set in motion by a call from a mysterious source. The ever escalating perils on the Rain-Slick Precipice of Darkness will season our tender heroes to their very core!",77,73.0,2012,3222
Valiant Hearts: The Great War, Switch,2018-11-08,"This is the story of 5 crossed destinies and a broken love in a world torn apart. All of them will try to survive the horror of the trenches following their faithful canine companion. From the green forests of the French countryside, to dank trenches and snowy fields, go back through history in this emotional adventure as friendship, love, sacrifice and tragedy befall each one as they help each other to retain their humanity against the horrors of war.",77,80.0,2018,4320
Resident Evil: Revelations 2 - Episode 3: Judgment, PlayStation 4,2015-03-10,"Resident Evil Revelations 2 - Episode 1 required; sold separately. Xbox Live free membership required. Xbox Live Gold membership required for multiplayer features. Episode Three: Judgment Neil is caught in the Overseer's trap. Following a clue he left behind, Claire and Moira search for a way into the Overseer's tower. Meanwhile, Barry confronts a dangerous figure with a mysterious connection to Natalia's past. Lives and ulterior motives intertwine, never knowing what fate the island has in store. *Additional Raid Mode characters and stages included. *Episode One required to play.",77,70.0,2015,3722
Donkey Kong Country 3, Game Boy Advance,2005-11-07,"In a world where ostriches wear tennis shoes and the Kongs clamber through exotic island adventures, KAOS is on the rampage and you must use Dixie's skills to save the day. Dixie and Kiddy Kong take a run through the jungle to rescue Diddy and Donkey Kong! Baron K. Roolenstein, the leader of the Kremlings, kidnapped Donkey and Diddy, and Dixie and Kiddy must run, roll, hop, and swing across enemy-infested stages. Let the Kremling-crushin' commence with all-new minigames, nine worlds to journey through, more than 50 levels and two-player mode. The beloved side-scrollin' sequel to Donkey Kong Country 1 & 2 is now in the palm of your hands! Use Kiddy Kong's and Dixie Kong's unique abilities like the water skip and helicopter spin to go ape on the baddies. A ninth world, Pacifica, has been added to the original eight worlds. It includes six all-new levels - set from the deepest drain pipes to the tallest treetops - and adds two to three hours of brand-new gameplay. Play all-new mini-games to earn money and items. Compete in a series of boat races in Funky's Challenge, use a shield to block an onslaught of spiked creatures in Cranky's Dojo, or race through tunnels collecting stars in Swanky's Dash. Check back for more information on this game as the release date approaches, and be on the lookout for ""Where is Donkey Kong?"" Help us find DK in a charity benefit for all his real-life animal friends.",77,82.0,2005,4539
The Gunstringer, Xbox 360,2011-09-13,The Gunstringer is a Kinect game about a marionette out for revenge.,77,80.0,2011,3362
Dragon's Dogma: Dark Arisen, Xbox 360,2013-04-23,A mysterious island known as Bitterblack Isle appears off the coast of Gransys. Its depths have claimed the lives of many Arisen; their voices still haunt the labyrinth that lies deep beneath its surface--a labyrinth ripe with secrets waiting to be discovered. The time to take up arms has come once again. Delve into the isle's depths and uncover its dark secret.,77,80.0,2013,4015
Little Big Workshop, PC,2019-10-17,"Manage your workers, stations, machines and create awesome stuff as your little big workshop grows into your dream factory.",77,73.0,2019,656
Assassin's Creed III Remastered, Xbox One,2019-03-29,"Relive the American Revolution or experience it for the first time in Assassin's Creed® III Remastered, with enhanced graphics and improved gameplay mechanics. Plus, Assassin's Creed Liberation Remastered and all solo DLC content are included.",77,44.0,2019,85
Battlestar Galactica Deadlock, PC,2017-08-31,"In Battlestar Galactica Deadlock™ you’ll take command of the Colonial Fleet in defense of the Twelve Colonies during the First Cylon War. Lead many different types of ships in this 3D tactical game. Every decision counts, your strategy will be vital – can you ensure mankind’s survival?",77,72.0,2017,836
Doom 3: Resurrection of Evil, Xbox,2005-10-05,"Reload your weapons for the first expansion pack to Doom 3. In Resurrection of Evil, you'll return to the abandoned facilities of Mars to investigate a mysterious beacon buried deep in the ruins of an ancient civilization. This time, you can wield new weapons, such as the double-barreled shotgun, and control time and gravity to defeat your enemies, which include six new demons. The expansion also adds all-new eight-player arenas for capture-the-flag matches.",77,89.0,2005,3212
Heavy Weapon: Atomic Tank, Xbox 360,2007-01-17,"[Xbox Live Arcade] Heavy Weapon: Atomic Tank unleashes adrenaline-soaked side-scrolling shoot-'em-up arcade action. With a blast of retro eighties videogame chic, Heavy Weapon brings classic shooter action and explosive power to Xbox Live Arcade. Fight through 19 story-based missions to upgrade six different weapon banks, or jump into instant action with the blazing Survival mode. Grab your friends and storm across enemy lines in co-operative multiplayer modes. Are you ready for the furious fun of Heavy Weapon? [Microsoft]",77,78.0,2007,3445
Mortal Kombat: Deception, GameCube,2005-03-01,"Mortal Kombat: Deception takes the series to the next level with multiple fatalities per character, interactive backgrounds, and new game modes. For the first time in the Mortal Kombat series, you can play a free-roaming Konquest mode, board games, and a puzzle game, in addition to the enhanced one-on-one fighting mode. Mortal Kombat: Deception supports online play for both the PS2 and Xbox Live and features online matches and tournaments as well as online gameplay capabilities for both the board game and puzzle modes.",77,84.0,2005,4916
Pro Evolution Soccer 2012, PC,2011-09-27,"(Currently available in the UK/EU only) Pro Evolution Soccer makes its return this fall, Pro Evolution Soccer 2012! This year, Konami is determined to give global football fans a truly realistic, immersive and a delightfully playable take on the beautiful game. Creative Producer Shingo ""Seabass"" Takatsuka has been sourcing the desires of fans across the globe and working non-stop on marrying the digital game to the real life game so fans can get as close to the real thing. All elements have been examined - defense, offense, AI, penalties, officiating and of course, graphics! The result is a game truly represents the key attributes of the game and it's players. Pro Evolution Soccer ""Can you play?""",77,64.0,2011,3070
Summon Night: Swordcraft Story, Game Boy Advance,2006-07-26,"Summon Night: Swordcraft Story is an RPG set in the strange world of Lyndbaum, a sacred land linked to four magical dimensions from which Summoners can call forth spirits called Guardian Beasts to do their bidding.",77,82.0,2006,3240
NFL Street 2, PlayStation 2,2004-12-22,"NFL Street 2 adds a whole new dimension to gameplay with wall moves and high flying football this year. Now for the first time, receivers can run off the walls, change passing lanes by running the QB up a building, and take advantage of eye-popping wall jukes and all-new hurdles. Players will descend on Bay City?s 10 new environments in an all-new persistent world to build their teams, their reps, and their battle plans one field at a time. Once you own the walls, you will own the city. [Electronic Arts]",77,88.0,2004,1863
Remnant: From the Ashes, PlayStation 4,2019-08-20,"The world has been thrown into chaos by an ancient evil from another dimension. As one of the last remnants of humanity, you must set out alone or alongside up to two other survivors to face down hordes of deadly enemies to try to carve a foothold, rebuild, and retake what was lost.",77,70.0,2019,1137
Sleeping Dogs: Definitive Edition, PlayStation 4,2014-10-14,"The Definitive Edition of the critically acclaimed, award winning open-world action adventure, reworked, rebuilt and re-mastered for Xbox One. All 24 previously available DLC extensions from the Xbox 360 version have been integrated into the game, including the story-extending episode Year of the Snake and the horror-themed Nightmare in North Point. Alongside a wealth of new technological, audio and visual improvements, Hong Kong has never felt so alive. A vibrant, neon city teaming with life, Hong Kongs exotic locations and busy streets and markets hide one of the most powerful and dangerous criminal organizations in the world: the notorious Triads. Play as Wei Shen - the highly skilled undercover cop trying to take down the Triads from the inside out. You'll have to prove yourself worthy as you fight your way up the organization, taking part in brutal criminal activities without blowing your cover. Destroy your opponents in brutal hand-to-hand combat using an unmatched martial arts system. Dominate Hong Kongs buzzing streets in thrilling illegal street races and tear it up in explosive firearms action. Sleeping Dogs Hong Kong is the ultimate playground. Undercover, the rules are different. FEATURES: -With all previously available content included and a wealth of new improvements, Hong Kong has never felt so alive. -A mature, gritty undercover cop drama where a wrong decision can blow your cover at any time. -Explosive action fuelled by a seamless mix of deadly martial arts, intense gunfights and brutal takedowns. -Epic high-speed thrills: Burn up the streets or tear up the sea in a vast array of exotic cars, superbikes and speedboats. -Hong Kong is your ultimate playground: Enter illegal street races, gamble on cock fights, or kick back with some karaoke. There are countless ways to entertain yourself in Hong Kong's diverse districts.",77,74.0,2014,4709
Grey Goo, PC,2015-01-23,"Grey Goo is a real-time strategy game (RTS for short) with roots in classic strategy mechanics. Utilizing traditional base building as its core, the game aims to reinvent the modern standard of RTS gaming by placing emphasis on tactics over micro-management. By freeing players from having to issue hundreds of orders in a match, each decision is made more valuable and can mean the difference between victory and defeat.",77,74.0,2015,4978
The Adventures of Shuggy, Xbox 360,2011-06-15,"""The Adventures of Shuggy"" is part platformer, part puzzler, and 100 percent pure type-O negative fun. Shuggy boasts a suite of novel play mechanics that are mixed and matched throughout 116 unique single-player levels, each with their own clever twist.",77,82.0,2011,4641
F1 2013, PlayStation 3,2013-10-08,"F1 2013 sees Codemasters introducing a new F1 Classics mode, opening up circuits and drivers from the 1980s.",77,65.0,2013,3867
Xenonauts, PC,2011-11-04,"Xenonauts is a strategy game through which you control a multi-national military organization defending a Cold War-era Earth from alien invasion, using small squads of persistent soldiers to eliminate the extraterrestrials and recover their technology in turn-based ground combat.",77,78.0,2011,1001
Magic: The Gathering - Duels of the Planeswalkers 2012, PC,2011-06-15,"Building on the success of the original Duels of the Planeswalkers, Duels of the Planeswalkers 2012 will introduce all new game modes, Planeswalker opponents, decks, puzzle challenges and other exciting new features including a new-to-digital multiplayer game mode called Archenemy where players gather up to two allies and team up against the AI.",77,58.0,2011,3970
Hitman - Intro Pack, PlayStation 4,2016-03-11,"With the Intro Pack, you'll get an introduction to the world of HITMAN, with the Prologue and Paris episode. You'll get full access to Contracts Mode, Escalation Mode, elusive targets and all other live content.",77,53.0,2016,1881
Forza Horizon 4: LEGO Speed Champions, Xbox One,2019-06-13,"Forza Horizon 4 LEGO Speed Champions, the second major expansion for the award-winning Forza Horizon 4, presents a wonderous new LEGO Valley to race and explore. Amass your own Brick Collection and construct a Master Builder's House with a garage of amazing LEGO Speed Champions cars including the McLaren Senna, Ferrari F40 Competizione, and 1967 Mini Cooper S Rally. Complete fun new LEGO Brick Challenges, collect hidden Bonus Cubes and earn 31 Achievements for 500 GS.",77,56.0,2019,4805
The Vanishing of Ethan Carter, Xbox One,2018-01-19,"The Vanishing of Ethan Carter is a first-person story-driven mystery game that focuses entirely on exploration and discovery. It contains no combat or explosions of any kind. If our game leaves any scars, we hope you wont be able to see them. You play the game as Paul Prospero, an occult-minded detective who receives a disturbing letter from Ethan Carter. Realizing the boy is in grave danger, Paul arrives at Ethans home of Red Creek Valley, where things turn out to be even worse than he imagined. Ethan has vanished in the wake of a brutal murder, which Paul quickly discerns might not be the only local murder worth looking into. Inspired by the weird fiction (and other tales of the macabre) from the early twentieth century, The Vanishing of Ethan Carter aims to significantly evolve immersive storytelling in games. While it features a private detective and quite a few mental challenges, The Vanishing of Ethan Carter is not an especially puzzle-ridden game. Our focus is on atmosphere, mood, and the essential humanity of our characters. Still, the discoveries wont happen on their own, or without your help. Using both Pauls supernatural skill of being able to communicate with the dead, and your own powers of observation, you will discover the mystery behind a trail of corpses, the roots of a dark ancient force lurking in Red Creek Valley, and the fate of a missing boy. Key Features: * Explore and interact with the beautiful yet ominous world of Red Creek Valley, which was created with the use of revolutionary photogrammetry technology that allows for nearly photorealistic environments. * Communicate with the dead and see how they died in order to gather clues that help you piece together the truth behind Ethans disappearance -- and the fate of his family. * Experience, in non-linear fashion, a story that combines the pleasures of pulp, private eye, and horror fiction, all of it inspired by writers such as Raymond Chandler, Algernon Blackwood, Stefan Grabinski, and H. P. Lovecraft. * Conduct the investigation on your own terms and at your own pace. Although there are a few scary bits in the game, players will have no need for sedatives. Our game is less about terror and more about clammy unease.",77,79.0,2018,1046
Warhammer: End Times - Vermintide, Xbox One,2016-10-04,Vermintide is an epic co-operative action combat adventure set in the End Times of the iconic Warhammer Fantasy world.,77,66.0,2016,1854
Aviary Attorney, PC,2015-12-21,"The hottest bird lawyering game to come out of 1840s France. Join Jayjay Falcon and his witty apprentice, Sparrowson, as the two take on clients, interview witnesses, collect evidence, and deliver justice to the guilty.",77,73.0,2015,3902
La-Mulana EX, PlayStation Vita,2015-03-03,Will you fall victim to deadly traps or unravel the secrets of LA-MULANA?,77,78.0,2015,3209
The Darkness II, PC,2012-02-06,"Inspired by the comic book series, The Darkness II is a first-person shooter that thrusts you into the role of Jackie Estacado, don of a New York crime family and wielder of an ancient chaotic force known as The Darkness. It has been 2 years since Jackie used his power to kill the guys responsible for his girlfriend’s murder. He has been unable to free himself of the memory of Jenny’s death since bottling up The Darkness and now it wants out. A botched attempt to end Jackie’s life opens the door for The Darkness to reemerge and sets Jackie on a brutal journey as he unravels the mystery behind the attack and the motives of The Darkness. [2K Games]",77,76.0,2012,1716
Uno Rush, Xbox 360,2009-03-25,"[Xbox Live Arcade] UNO RUSH is a four-player, social party game that's easy to jump into, but hard to leave because you'll have so much fun playing. Sort your cards (even off-turn) so you can play them sequentially when it is your turn. The first player to get rid of all their cards wins the round, and scores points based on the remaining cards in opponents' hands. This fast-paced, family-friendly game is sure to become a hit with you and your friends. Full support: Full avatar, LIVE Party Chat, Xbox LIVE Vision camera, and Big Button Pad support is provided. Multiplayer action: It's couch play for the whole family, with up to four players per console, and full guest support for multiple users per console over Xbox LIVE. Exciting UNO-style gameplay: Several special command cards affect different aspects of the game, including skipping the next player's turn, reversing the direction of play, changing the color of the discard pile, scrambling the next player's hand, or making the next player draw two or four cards. [Microsoft]",77,72.0,2009,3719
Perimeter, PC,2004-06-30,"Perimeter is a ground breaking real-time strategy game which brings, a range of fresh ideas to the RTS genre. Use strategic Terraforming to acquire resources, project a impenetrable perimeter force shield to protect from attack and marshal your forces though manipulation of nano-technology. These key gameplay elements deliver a new challenging and rewarding experience for single and multiplayer. Perimeter is set in a universe where the earth is dying and multiple civilisations are in a race across a newly discovered galaxy to colonise the only suitable planet. This epic journey will involve exploring many new worlds, battling against other civilisations and indigenous species, all to acquire energy to continue the search for a new home. [Codemasters]",77,78.0,2004,2429
Romance of the Three Kingdoms VIII, PlayStation 2,2003-08-13,"Brave souls, come forth! Romance of the Three Kingdoms VIII takes the series to new heights. Choose from over 700 commanders, 100 of which you create. Forge relationships such as ""Marriage"" and ""Sworn Brother."" Wander, claim territory, enlist, revolt, or unify China and create your own history! [KOEI]",77,85.0,2003,884
Outlaw Volleyball, Xbox,2003-07-09,"From a group of 16 social outcasts, it's up to you to find the perfect team to compete in unfriendly games of beach volleyball. Outlaw Volleyball brings its twisted characters from the Outlaw series to volleyball courts set in a jailhouse, a jungle, and a sewer. In addition to bumping, setting, and spiking, you must throw punches to achieve victory. Outlaw Volleyball provides Xbox Live support, so up to four players around the world can smash balls and beat each other up.",77,74.0,2003,801
Mega Man Battle Network 3 White, Game Boy Advance,2003-06-24,"Join Mega Mega.EXE, his pal Lan and friends as they keep the net safe from viruses and cyber menaces. You'll travel through new virtual and real worlds, fight-off new bosses, interact with new characters and even find new Battle Chips. It's cyber mayhem at it's best!",77,89.0,2003,3589
Metal Gear Solid 2: Substance, PC,2003-03-27,"Solid Snake returns in Metal Gear Solid 2: Substance, the expanded edition of Metal Gear Solid 2: Sons of Liberty with all-new game modes, hidden characters and storylines. Top-secret weapons technology is being mysteriously transported under cover of an oil tanker to an unknown destination. It's up to Snake to infiltrate the transport and keep this deadly weapon of mass destruction from falling into the wrong hands! Featuers 350+ VR Missions and 150+ Alternate Missions, as well as 5 all-new ""Snake Tales"" side stories. [Konami]",77,73.0,2003,1987
Harry Potter and the Chamber of Secrets, PC,2002-11-15,"Players enter fantastical free-roaming 3D environments from Harry's world. Players become Harry Potter and delve not only into Harry's world, but also into his personality, via an internal ""voice."" Conversing with unique characters like Moaning Myrtle, shopping in Diagon Alley, and exploring the convoluted corridors of Hogwarts, players make crucial and independent decisions within Harry's world. Additionally, Harry can, of course, cast spells against foes - but these spells must be perfectly executed, or they could be miscast with humorous or critical consequences! Mini-games within levels can be revisited, so players can help Mrs. Weasley with ""de-gnoming"" her garden, challenge other students in Professor Lockhart's Dueling Club, or complete other mini-games again and again. [EA Games]",77,84.0,2002,558
RalliSport Challenge, PC,2002-11-06,"RalliSport Challenge delivers an action-packed racing experience by combining four different types of Rally competition into one pulse-pounding game: Hill Climb, traditional Rally, RallyCross, and Ice Racing. This variety of race types allows for gamers to experience traditional rally racing against the clock, as well as fierce, wheel-to-wheel grudge matches against computer opponents or over a network against friends. With 29 licensed cars (and several ?bonus? vehicles), 48 tracks, realistic AI opponents, and spectacular crashes with realistic car damage, RalliSport Challenge packs more fun and thrills into every race across a variety of terrain. [Microsoft]",77,69.0,2002,4284
Mech Platoon, Game Boy Advance,2002-01-03,"The wise men say ""there is no end to the truth."" In this war-town place, there are two things without end - the universe and greed. Glittering stars give the impression of eternal serenity, but the reality is that they hide a lie. Among them blazes an endless war over limited resources; skirmishes that grow as the universe expands.",77,76.0,2002,3458
Makai Kingdom: Chronicles of the Sacred Tome, PlayStation 2,2005-07-26,"An attempt to rewrite history gone terribly wrong, Lord Zetta the ruler of netherworld brought destruction upon himself. When all seemed lost, three evil overlords appear before Lord Zetta to help him recreate his world. Now Lord Zetta wages war on a new world to become the supreme ruler once again, while the three overlords entertain themselves by creating more trouble for Lord Zetta. Players assume the role of Lord Zetta to command an army of determined fighters to reclaim what has righteously been his, the netherworld. Gamers will battle enemies ranging from vicious demons to determined soldiers with both modern and ancient warfare. Slash your enemies with the good old broadsword or blast your way through with the deadly rocket launcher; the choices are yours. Makai Kingdom introduces a new summoning system referred to as the INVITE system that summons your facilities that contain army units to the battlefield. Every facility summoned to the battlefield will contain your troops that are then deployed to battle your hated enemies. In Makai Kingdom, battle maps are randomly generated, offering a new gaming experience every time you play. With unlimited variations of maps, gamers can expect countless hours of game play. [NIS America]",77,85.0,2005,2678
Broken Sword 5: The Serpent's Curse, Xbox One,2015-09-04,"Paris in the spring. Shots ring out from a gallery… A robbery… a murder… and the beginning of another epic, original Broken Sword adventure. From Revolution Software comes the latest explosive episode in this classic series.",77,72.0,2015,2076
Twelve Minutes, PC,2021-08-19,"You are doomed to live the same TWELVE MINUTES inside your apartment, unless you use your knowledge of what is going to happen, to change the outcome, and break the loop. (Also known as ""12 Minutes"")",77,61.0,2021,4368
Madden NFL 10, Wii,2009-08-14,"Madden NFL 10 epitomizes what fun looks like on the Wii, delivering the most social and dynamic experience from the franchise to date. This year, Madden NFL 10 arrives on the Wii with breath-taking visuals that will captivate both seasoned veterans and new comers to the franchise. Completely redesigned and built from the ground up, Madden NFL 10 introduces a unique art style that will define the look of sports games on the Wii. All-new player models embody characteristics of your favorite athletes, plus new larger-than-life stadiums showcase details found at each of the 32 NFL fields. [Electronic Arts]",77,71.0,2009,4751
Gun, GameCube,2005-11-08,"You can experience the lawless Wild West as gunslinger Colton White in the action title Gun. Traverse an expansive world where you'll encounter outlaws, Native Americans, corrupt lawmen, and army psychopaths. You can assault a fort, hunt for bounties, and upgrade your equipment as you battle through a variety of gameplay styles. Gun also features a story written by Hollywood script writer Randall Jahnson.",77,83.0,2005,2008
Assetto Corsa Competizione, PC,2019-05-29,"Assetto Corsa Competizione is the new official Blancpain GT Series videogame. Thanks to the extraordinary quality of simulation, the game will allow you to experience the real atmosphere of the FIA GT3 homologated championship, competing against official drivers, teams, cars and circuits.",77,71.0,2019,3216
Donut County, PC,2018-08-28,"Donut County is a story-based physics puzzle game where you play as an ever-growing hole in the ground. Meet cute characters, steal their trash, and throw them in a hole.",77,74.0,2018,835
Headlander, PlayStation 4,2016-07-26,"Assume the role of the last known human in the universe, and all that's left of you is a disembodied head. Seeking clues to your fractured past, you must travel through a hostile world of machines using a special helmet that allows you to dock into and take control of any robotic host body. As you launch from one body to the next, you'll start to discover that things are not quite what they appear to be, and the fate of humanity has yet to be decided. From Double Fine Productions, Headlander is a a retro-futuristic, side-scrolling, action-adventure game set in a world inspired by 70’s science fiction. It's a world of automation, a utopia gone wrong in which all of humanity have transferred their minds into robotic imposter bodies and are ruled by a deranged computer.",77,70.0,2016,3645
ZombiU, Wii U,2012-11-18,"For only the second time in history, a great plague has descended upon London, infecting the human race with a deadly disease. Big Ben tolls as hundreds upon thousands of the unprepared die or are infected by a sickness worse than death... You continue to breathe, for now. But how long will you survive in the labyrinth of London streets and underground as the infected close in around you? The horrifying remains of humanity ravaged by the foul disease shuffle through the streets, waiting to prey on your living flesh at every turn. ZombiU is designed to take advantage of the Wii U and its new controller and will test your will to survive in a zombie Survival-Horror First Person Shooter. So grab hold of the height of survival kits – your new controller – and stock up your Bug-Out Bag with supplies. Make every second count; you only get one chance.",77,78.0,2012,1034
Scarlet Nexus, Xbox Series X,2021-06-25,"Assume the role of Yuito Sumeragi, a new recruit to the OSF aiming to become an elite psionic like the one who saved him as a child. Armed with a talent in psycho-kinesis, explore the futuristic city of New Himuka and uncover the mysteries of a Brain Punk future caught between technology and psychic abilities in SCARLET NEXUS. Using psycho-kinetic abilities, the world around you becomes your greatest weapon. Lift, break and throw pieces of your environment to build your attack combos and lay waste to your enemies. Deranged mutants that descended from the sky, highly resistant to conventional attack methods and defenses. Tormented by the constant pain of their mutation, they seek brains of living organisms to calm their madness. Explore and protect a futuristic Japanese landscape that combines inspirations from classic anime and western science fiction. Dive into a complex story of bonds, courage and heroism crafted by minds behind the iconic Tales of Vesperia.",77,82.0,2021,2031
Nioh 2: The Tengu's Disciple, PlayStation 4,2020-07-30,"Nioh 2: The Tengu's Disciple is a Role-Playing game, developed by Team Ninja and published by Sony Interactive Entertainment.",77,80.0,2020,3201
Northgard, Switch,2019-09-26,"After years of tireless explorations, brave Vikings have discovered a new land filled with mystery, danger and riches: Northgard. The boldest Northmen have set sail to explore and conquer these new shores, bring fame to their Clan and write history through conquest, trading, or devotion to the Gods. That is, if they can survive the dire Wolves and Undead Warriors roaming the land, befriend or defeat the giants, and survive the harshest winters ever witnessed in the North.",77,81.0,2019,1801
